account_id,tier,mrr,contract_start_date,contract_term_months,payment_method_age_days,payment_reliability_score,customer_health_score,licensed_users,actual_users,total_invoices,failed_payment_count,last_login_days_ago,support_tickets_90d,feature_adoption_pct,has_leakage,leakage_type,monthly_leakage_amount,estimated_annual_leakage,detection_difficulty,payment_failure_rate,user_utilization_ratio,days_since_contract_start,revenue_per_user,engagement_score,payment_risk,health_risk,engagement_risk,overutilization
ACC000726,Professional,299,2024-12-13,36,300,0.822,84.5,20,12,11,0,74,4,72.9,False,None,0.0,0.0,N/A,0.0,0.6,357,14.95,54.14,0,0,1,0
ACC000727,Professional,299,2024-07-06,24,79,0.216,85.7,20,16,17,0,25,2,65.3,False,None,0.0,0.0,N/A,0.0,0.8,517,14.95,69.18,1,0,0,0
ACC000728,Professional,299,2024-10-04,12,195,0.534,65.4,20,18,14,0,72,1,86.3,False,None,0.0,0.0,N/A,0.0,0.9,427,14.95,62.98,1,0,1,0
ACC000729,Starter,99,2024-12-29,24,282,0.773,66.0,5,2,11,0,83,1,46.9,False,None,0.0,0.0,N/A,0.0,0.4,341,19.8,34.94,0,0,1,0
ACC000730,Starter,99,2024-09-26,24,251,0.688,73.6,5,3,14,0,82,1,47.7,False,None,0.0,0.0,N/A,0.0,0.6,435,19.8,35.82,1,0,1,0
ACC000731,Starter,99,2024-04-22,24,87,0.238,93.8,5,5,19,3,45,0,95.5,True,Failed_Payment_Retry,14.85,178.2,Easy,0.15789473684210525,1.0,592,19.8,79.3,1,0,1,0
ACC000732,Business,799,2025-03-17,12,280,0.767,76.2,100,96,8,0,62,2,85.5,True,Contract_Terms_Error,93.26,1119.08,Hard,0.0,0.96,263,7.99,66.5,0,0,1,0
ACC000733,Professional,299,2025-03-02,36,329,0.901,66.3,20,19,9,0,7,2,74.0,False,None,0.0,0.0,N/A,0.0,0.95,278,14.95,81.6,0,0,0,0
ACC000734,Business,799,2024-03-19,12,39,0.107,94.2,100,80,20,0,85,6,87.0,True,Failed_Payment_Retry,119.85,1438.2,Easy,0.0,0.8,626,7.99,58.199999999999996,1,0,1,0
ACC000735,Business,799,2025-07-19,12,212,0.581,95.1,100,104,4,0,17,2,85.9,True,Failed_Payment_Retry,119.85,1438.2,Easy,0.0,1.04,139,7.99,84.74000000000001,1,0,0,0
ACC000736,Business,799,2025-01-13,12,363,0.995,84.4,100,73,10,0,19,6,72.0,True,Contract_Terms_Error,152.18,1826.16,Hard,0.0,0.73,326,7.99,75.6,0,0,0,0
ACC000737,Business,799,2025-08-28,12,259,0.71,72.1,100,90,3,0,58,2,86.3,False,None,0.0,0.0,N/A,0.0,0.9,99,7.99,68.58,0,0,1,0
ACC000738,Business,799,2024-08-20,12,317,0.868,97.7,100,65,15,0,81,4,71.2,False,None,0.0,0.0,N/A,0.0,0.65,472,7.99,50.32,0,0,1,0
ACC000739,Professional,299,2023-12-15,24,338,0.926,94.9,20,13,24,0,62,3,86.1,False,None,0.0,0.0,N/A,0.0,0.65,721,14.95,66.86,0,0,1,0
ACC000740,Professional,299,2025-08-21,12,273,0.748,69.8,20,9,3,0,70,3,76.0,False,None,0.0,0.0,N/A,0.0,0.45,106,14.95,57.6,0,0,1,0
ACC000741,Starter,99,2024-07-12,12,9,0.025,61.5,5,5,17,2,67,5,77.6,True,Failed_Payment_Retry,14.85,178.2,Easy,0.11764705882352941,1.0,511,19.8,59.76,1,0,1,0
ACC000742,Starter,99,2024-11-29,36,147,0.403,45.5,5,4,12,0,2,2,79.9,False,None,0.0,0.0,N/A,0.0,0.8,371,19.8,87.14000000000001,1,1,0,0
ACC000743,Starter,99,2024-04-10,36,346,0.948,96.4,5,2,20,0,55,1,62.0,False,None,0.0,0.0,N/A,0.0,0.4,604,19.8,55.199999999999996,0,0,1,0
ACC000744,Professional,299,2025-03-07,12,50,0.137,66.9,20,19,9,0,67,0,58.3,False,None,0.0,0.0,N/A,0.0,0.95,273,14.95,48.18,1,0,1,0
ACC000745,Professional,299,2025-04-07,12,99,0.271,94.9,20,6,8,1,79,1,68.6,False,None,0.0,0.0,N/A,0.125,0.3,242,14.95,49.559999999999995,1,0,1,0
ACC000746,Starter,99,2024-03-16,24,182,0.499,74.0,5,1,20,2,34,2,87.4,True,Billing_System_Error,11.66,139.89,Medium,0.1,0.2,629,19.8,78.84,1,0,1,0
ACC000747,Starter,99,2024-07-27,12,192,0.526,87.4,5,2,16,0,51,4,79.5,False,None,0.0,0.0,N/A,0.0,0.4,496,19.8,67.3,1,0,1,0
ACC000748,Starter,99,2024-05-24,36,125,0.342,89.7,5,5,18,2,89,4,77.6,True,Failed_Payment_Retry,14.85,178.2,Easy,0.1111111111111111,1.0,560,19.8,50.959999999999994,1,0,1,0
ACC000749,Starter,99,2025-01-18,24,351,0.962,90.9,5,3,10,0,10,1,61.5,True,Expired_Payment_Method,99.0,1188.0,Easy,0.0,0.6,321,19.8,72.9,0,0,0,0
ACC000750,Professional,299,2025-08-05,12,208,0.57,86.7,20,23,4,0,48,0,52.6,False,None,0.0,0.0,N/A,0.0,1.15,122,14.95,52.36,1,0,1,1
ACC000751,Starter,99,2024-08-16,36,244,0.668,95.6,5,2,15,0,7,4,96.7,True,Failed_Payment_Retry,14.85,178.2,Easy,0.0,0.4,476,19.8,95.22,1,0,0,0
ACC000752,Professional,299,2025-08-28,36,88,0.241,84.9,20,22,3,0,10,3,41.8,False,None,0.0,0.0,N/A,0.0,1.1,99,14.95,61.08,1,0,0,0
ACC000753,Starter,99,2024-04-13,24,331,0.907,82.9,5,4,20,0,42,3,62.8,False,None,0.0,0.0,N/A,0.0,0.8,601,19.8,60.88,0,0,1,0
ACC000754,Professional,299,2024-02-05,12,271,0.742,91.1,20,22,22,0,5,0,84.7,False,None,0.0,0.0,N/A,0.0,1.1,669,14.95,88.82,0,0,0,0
ACC000755,Enterprise,2499,2025-01-14,12,355,0.973,90.5,500,541,10,0,72,0,36.0,False,None,0.0,0.0,N/A,0.0,1.082,325,4.998,32.8,0,0,1,0
ACC000756,Starter,99,2024-05-08,24,24,0.066,65.7,5,2,19,5,9,2,71.3,False,None,0.0,0.0,N/A,0.2631578947368421,0.4,576,19.8,79.17999999999999,1,0,0,0
ACC000757,Professional,299,2024-11-23,36,289,0.792,98.6,20,13,12,0,84,4,82.4,True,Billing_System_Error,61.73,740.7,Medium,0.0,0.65,377,14.95,55.84,0,0,1,0
ACC000758,Starter,99,2025-08-04,12,162,0.444,73.5,5,3,4,0,2,2,72.8,False,None,0.0,0.0,N/A,0.0,0.6,123,19.8,82.88,1,0,0,0
ACC000759,Starter,99,2025-02-06,36,74,0.203,93.7,5,4,10,2,50,1,77.5,False,None,0.0,0.0,N/A,0.2,0.8,302,19.8,66.5,1,0,1,0
ACC000760,Starter,99,2025-06-20,24,84,0.23,70.2,5,5,5,0,72,4,68.6,False,None,0.0,0.0,N/A,0.0,1.0,168,19.8,52.36,1,0,1,0
ACC000761,Professional,299,2025-01-03,36,200,0.548,87.9,20,15,11,1,86,1,60.6,False,None,0.0,0.0,N/A,0.09090909090909091,0.75,336,14.95,41.96,1,0,1,0
ACC000762,Business,799,2024-03-02,24,197,0.54,80.1,100,52,21,2,17,2,70.3,False,None,0.0,0.0,N/A,0.09523809523809523,0.52,643,7.99,75.38,1,0,0,0
ACC000763,Starter,99,2025-06-18,36,178,0.488,78.5,5,2,5,0,6,3,75.2,False,None,0.0,0.0,N/A,0.0,0.4,170,19.8,82.72,1,0,0,0
ACC000764,Professional,299,2025-05-29,24,119,0.326,80.3,20,14,6,1,9,1,66.0,False,None,0.0,0.0,N/A,0.16666666666666666,0.7,190,14.95,76.0,1,0,0,0
ACC000765,Starter,99,2024-09-23,36,315,0.863,51.4,5,5,14,0,76,2,72.3,False,None,0.0,0.0,N/A,0.0,1.0,438,19.8,52.98,0,1,1,0
ACC000766,Starter,99,2024-07-27,24,16,0.044,63.3,5,2,16,2,81,1,45.2,False,None,0.0,0.0,N/A,0.125,0.4,496,19.8,34.72,1,0,1,0
ACC000767,Business,799,2024-12-01,24,252,0.69,81.5,100,85,12,0,29,4,45.3,True,Contract_Terms_Error,164.92,1979.03,Hard,0.0,0.85,369,7.99,55.58,1,0,0,0
ACC000768,Professional,299,2024-09-07,36,193,0.529,97.9,20,22,15,1,55,3,71.4,True,Failed_Payment_Retry,44.85,538.2,Easy,0.06666666666666667,1.1,454,14.95,60.84,1,0,1,0
ACC000769,Professional,299,2025-02-28,36,300,0.822,74.6,20,8,9,0,84,1,76.0,True,Billing_System_Error,62.28,747.4,Medium,0.0,0.4,280,14.95,52.0,0,0,1,0
ACC000770,Starter,99,2024-08-13,12,317,0.868,86.7,5,5,15,0,37,0,42.5,False,None,0.0,0.0,N/A,0.0,1.0,479,19.8,50.7,0,0,1,0
ACC000771,Professional,299,2024-12-28,36,38,0.104,91.2,20,22,11,0,10,0,57.9,False,None,0.0,0.0,N/A,0.0,1.1,342,14.95,70.74,1,0,0,0
ACC000772,Professional,299,2024-12-06,12,195,0.534,97.5,20,18,12,0,81,1,76.0,True,Failed_Payment_Retry,44.85,538.2,Easy,0.0,0.9,364,14.95,53.2,1,0,1,0
ACC000773,Starter,99,2025-04-02,36,200,0.548,68.0,5,3,8,0,40,1,77.9,False,None,0.0,0.0,N/A,0.0,0.6,247,19.8,70.74000000000001,1,0,1,0
ACC000774,Professional,299,2024-09-02,12,47,0.129,92.2,20,18,15,1,0,2,81.5,False,None,0.0,0.0,N/A,0.06666666666666667,0.9,459,14.95,88.9,1,0,0,0
ACC000775,Starter,99,2024-10-26,24,185,0.507,82.9,5,2,13,1,34,1,83.4,True,Billing_System_Error,5.29,63.51,Medium,0.07692307692307693,0.4,405,19.8,76.44,1,0,1,0
ACC000776,Starter,99,2025-05-25,12,45,0.123,62.0,5,2,6,0,23,6,55.4,False,None,0.0,0.0,N/A,0.0,0.4,194,19.8,64.03999999999999,1,0,0,0
ACC000777,Professional,299,2024-06-22,24,286,0.784,93.0,20,12,17,1,71,1,71.1,True,Billing_System_Error,63.57,762.85,Medium,0.058823529411764705,0.6,531,14.95,54.26,0,0,1,0
ACC000778,Professional,299,2024-03-31,24,53,0.145,87.9,20,17,20,2,3,3,60.5,False,None,0.0,0.0,N/A,0.1,0.85,614,14.95,75.1,1,0,0,0
ACC000779,Business,799,2025-06-07,24,284,0.778,78.6,100,38,6,0,11,0,54.2,True,Billing_System_Error,91.99,1103.86,Medium,0.0,0.38,181,7.99,68.12,0,0,0,0
ACC000780,Starter,99,2024-01-04,36,167,0.458,90.6,5,2,23,3,49,3,62.0,False,None,0.0,0.0,N/A,0.13043478260869565,0.4,701,19.8,57.599999999999994,1,0,1,0
ACC000781,Business,799,2025-08-25,24,212,0.581,83.7,100,31,3,0,49,3,74.8,False,None,0.0,0.0,N/A,0.0,0.31,102,7.99,65.28,1,0,1,0
ACC000782,Business,799,2025-06-12,36,287,0.786,92.0,100,94,5,0,31,1,41.9,False,None,0.0,0.0,N/A,0.0,0.94,176,7.99,52.739999999999995,0,0,1,0
ACC000783,Starter,99,2024-01-30,36,87,0.238,91.2,5,5,22,3,87,0,35.7,False,None,0.0,0.0,N/A,0.13636363636363635,1.0,675,19.8,26.62,1,0,1,0
ACC000784,Business,799,2024-08-13,12,72,0.197,80.8,100,84,15,0,34,7,58.2,False,None,0.0,0.0,N/A,0.0,0.84,479,7.99,61.32000000000001,1,0,1,0
ACC000785,Starter,99,2024-11-02,24,253,0.693,69.7,5,1,13,0,18,1,69.7,False,None,0.0,0.0,N/A,0.0,0.2,398,19.8,74.62,1,0,0,0
ACC000786,Starter,99,2025-07-04,12,223,0.611,74.2,5,5,5,0,35,2,52.0,False,None,0.0,0.0,N/A,0.0,1.0,154,19.8,57.2,1,0,1,0
ACC000787,Professional,299,2024-07-02,24,248,0.679,75.0,20,21,17,0,9,1,56.9,False,None,0.0,0.0,N/A,0.0,1.05,521,14.95,70.53999999999999,1,0,0,0
ACC000788,Starter,99,2024-09-02,24,127,0.348,89.8,5,3,15,2,80,1,71.2,False,None,0.0,0.0,N/A,0.13333333333333333,0.6,459,19.8,50.72,1,0,1,0
ACC000789,Starter,99,2024-04-17,36,316,0.866,89.7,5,5,19,0,25,2,57.2,True,Billing_System_Error,7.91,94.89,Medium,0.0,1.0,597,19.8,64.32,0,0,0,0
ACC000790,Professional,299,2024-05-26,12,70,0.192,71.4,20,22,18,1,38,4,66.6,False,None,0.0,0.0,N/A,0.05555555555555555,1.1,558,14.95,64.75999999999999,1,0,1,0
ACC000791,Starter,99,2025-08-31,24,171,0.468,68.0,5,5,3,0,79,0,75.0,False,None,0.0,0.0,N/A,0.0,1.0,96,19.8,53.4,1,0,1,0
ACC000792,Professional,299,2024-08-13,24,226,0.619,88.0,20,15,15,0,42,2,69.0,False,None,0.0,0.0,N/A,0.0,0.75,479,14.95,64.6,1,0,1,0
ACC000793,Professional,299,2024-06-23,36,305,0.836,77.1,20,8,17,0,17,3,71.2,False,None,0.0,0.0,N/A,0.0,0.4,530,14.95,75.92,0,0,0,0
ACC000794,Professional,299,2024-11-03,24,309,0.847,84.5,20,22,13,0,88,3,88.6,True,Billing_System_Error,29.52,354.25,Medium,0.0,1.1,397,14.95,57.959999999999994,0,0,1,0
ACC000795,Professional,299,2025-02-13,24,161,0.441,78.1,20,19,9,0,22,1,56.3,True,Failed_Payment_Retry,44.85,538.2,Easy,0.0,0.95,295,14.95,64.97999999999999,1,0,0,0
ACC000796,Professional,299,2024-07-26,24,150,0.411,95.8,20,8,16,2,88,1,66.5,False,None,0.0,0.0,N/A,0.125,0.4,497,14.95,44.7,1,0,1,0
ACC000797,Professional,299,2024-04-22,36,125,0.342,75.9,20,11,19,1,41,1,52.6,False,None,0.0,0.0,N/A,0.05263157894736842,0.55,592,14.95,55.16,1,0,1,0
ACC000798,Starter,99,2024-08-17,24,202,0.553,70.9,5,3,15,0,46,4,78.2,True,Failed_Payment_Retry,14.85,178.2,Easy,0.0,0.6,475,19.8,68.52000000000001,1,0,1,0
ACC000799,Starter,99,2025-05-13,36,103,0.282,79.5,5,1,6,1,75,3,63.8,False,None,0.0,0.0,N/A,0.16666666666666666,0.2,206,19.8,48.279999999999994,1,0,1,0
ACC000800,Starter,99,2024-02-26,12,350,0.959,87.6,5,4,21,0,70,1,51.2,False,None,0.0,0.0,N/A,0.0,0.8,648,19.8,42.72,0,0,1,0
ACC000801,Professional,299,2025-08-10,36,237,0.649,88.0,20,21,3,0,90,2,38.3,False,None,0.0,0.0,N/A,0.0,1.05,117,14.95,26.979999999999997,1,0,1,0
ACC000802,Professional,299,2025-02-04,24,150,0.411,89.7,20,15,10,0,88,0,50.7,False,None,0.0,0.0,N/A,0.0,0.75,304,14.95,35.22,1,0,1,0
ACC000803,Professional,299,2025-06-28,24,345,0.945,97.7,20,20,5,0,63,2,70.2,False,None,0.0,0.0,N/A,0.0,1.0,160,14.95,56.92,0,0,1,0
ACC000804,Starter,99,2025-04-17,36,156,0.427,96.3,5,4,7,0,30,4,79.2,True,Failed_Payment_Retry,14.85,178.2,Easy,0.0,0.8,232,19.8,75.52000000000001,1,0,0,0
ACC000805,Starter,99,2024-12-22,36,79,0.216,57.1,5,3,11,0,54,2,70.2,True,Billing_System_Error,18.95,227.35,Medium,0.0,0.6,348,19.8,60.519999999999996,1,1,1,0
ACC000806,Enterprise,2499,2024-08-16,12,230,0.63,84.0,500,196,15,0,76,2,60.3,False,None,0.0,0.0,N/A,0.0,0.392,476,4.998,45.78,1,0,1,0
ACC000807,Professional,299,2024-05-04,36,206,0.564,96.9,20,15,19,2,68,3,79.5,True,Failed_Payment_Retry,44.85,538.2,Easy,0.10526315789473684,0.75,580,14.95,60.5,1,0,1,0
ACC000808,Professional,299,2024-04-06,36,215,0.589,79.3,20,13,20,1,69,3,76.3,False,None,0.0,0.0,N/A,0.05,0.65,608,14.95,58.17999999999999,1,0,1,0
ACC000809,Business,799,2025-07-31,24,360,0.986,79.6,100,68,4,0,68,2,35.6,False,None,0.0,0.0,N/A,0.0,0.68,127,7.99,34.16,0,0,1,0
ACC000810,Starter,99,2024-01-07,36,44,0.121,96.3,5,5,23,1,13,2,58.0,False,None,0.0,0.0,N/A,0.043478260869565216,1.0,698,19.8,69.6,1,0,0,0
ACC000811,Starter,99,2024-12-26,36,341,0.934,89.9,5,1,11,0,45,2,44.0,False,None,0.0,0.0,N/A,0.0,0.2,344,19.8,48.4,0,0,1,0
ACC000812,Starter,99,2025-03-20,36,314,0.86,72.4,5,5,8,0,5,1,35.5,False,None,0.0,0.0,N/A,0.0,1.0,260,19.8,59.3,0,0,0,0
ACC000813,Professional,299,2024-02-08,36,347,0.951,66.3,20,20,22,0,82,1,41.6,False,None,0.0,0.0,N/A,0.0,1.0,666,14.95,32.160000000000004,0,0,1,0
ACC000814,Starter,99,2024-07-24,24,221,0.605,77.6,5,2,16,0,13,3,58.5,False,None,0.0,0.0,N/A,0.0,0.4,499,19.8,69.9,1,0,0,0
ACC000815,Starter,99,2025-08-27,12,133,0.364,82.0,5,2,3,0,28,1,49.7,False,None,0.0,0.0,N/A,0.0,0.4,100,19.8,58.620000000000005,1,0,0,0
ACC000816,Professional,299,2024-04-02,36,266,0.729,99.8,20,19,20,0,71,4,67.5,True,Billing_System_Error,58.71,704.52,Medium,0.0,0.95,612,14.95,52.1,0,0,1,0
ACC000817,Starter,99,2024-01-21,36,295,0.808,79.5,5,3,22,0,28,1,63.4,False,None,0.0,0.0,N/A,0.0,0.6,684,19.8,66.84,0,0,0,0
ACC000818,Starter,99,2024-06-07,24,201,0.551,82.0,5,3,18,2,59,1,45.0,False,None,0.0,0.0,N/A,0.1111111111111111,0.6,546,19.8,43.400000000000006,1,0,1,0
ACC000819,Professional,299,2024-01-13,36,257,0.704,80.3,20,11,23,0,19,2,64.0,False,None,0.0,0.0,N/A,0.0,0.55,692,14.95,70.8,0,0,0,0
ACC000820,Professional,299,2024-09-18,12,248,0.679,88.9,20,20,14,0,13,1,54.6,False,None,0.0,0.0,N/A,0.0,1.0,443,14.95,67.56,1,0,0,0
ACC000821,Business,799,2024-11-08,24,44,0.121,86.3,100,79,13,2,14,3,38.4,False,None,0.0,0.0,N/A,0.15384615384615385,0.79,392,7.99,57.44,1,0,0,0
ACC000822,Starter,99,2025-04-14,24,160,0.438,73.3,5,2,7,0,43,0,81.0,True,Failed_Payment_Retry,14.85,178.2,Easy,0.0,0.4,235,19.8,71.4,1,0,1,0
ACC000823,Starter,99,2024-05-28,12,267,0.732,86.5,5,1,18,0,61,5,52.8,True,Billing_System_Error,6.53,78.42,Medium,0.0,0.2,556,19.8,47.28,0,0,1,0
ACC000824,Professional,299,2024-09-15,24,50,0.137,55.3,20,21,14,2,56,1,72.3,False,None,0.0,0.0,N/A,0.14285714285714285,1.05,446,14.95,60.98,1,1,1,0
ACC000825,Professional,299,2024-05-31,24,35,0.096,91.9,20,17,18,3,38,1,54.9,True,Billing_System_Error,72.3,867.58,Medium,0.16666666666666666,0.85,553,14.95,57.739999999999995,1,0,1,0
ACC000826,Starter,99,2025-07-23,36,59,0.162,60.9,5,5,4,0,2,0,62.7,False,None,0.0,0.0,N/A,0.0,1.0,135,19.8,76.82,1,0,0,0
ACC000827,Professional,299,2024-09-20,36,56,0.153,86.8,20,10,14,2,86,4,76.3,False,None,0.0,0.0,N/A,0.14285714285714285,0.5,441,14.95,51.379999999999995,1,0,1,0
ACC000828,Professional,299,2025-03-22,36,125,0.342,81.9,20,7,8,1,66,3,53.7,True,Failed_Payment_Retry,44.85,538.2,Easy,0.125,0.35,258,14.95,45.82,1,0,1,0
ACC000829,Professional,299,2025-03-12,36,82,0.225,92.1,20,7,8,0,42,3,97.0,False,None,0.0,0.0,N/A,0.0,0.35,268,14.95,81.4,1,0,1,0
ACC000830,Business,799,2024-02-11,24,237,0.649,51.8,100,110,22,0,29,0,63.9,False,None,0.0,0.0,N/A,0.0,1.1,663,7.99,66.74,1,1,0,0
ACC000831,Starter,99,2024-07-19,36,95,0.26,75.8,5,5,16,3,23,1,47.2,False,None,0.0,0.0,N/A,0.1875,1.0,504,19.8,59.120000000000005,1,0,0,0
ACC000832,Professional,299,2024-06-21,24,15,0.041,57.6,20,18,17,3,78,2,82.9,True,Failed_Payment_Retry,44.85,538.2,Easy,0.17647058823529413,0.9,532,14.95,58.540000000000006,1,1,1,0
ACC000833,Starter,99,2025-02-16,24,304,0.833,72.4,5,2,9,0,54,1,73.9,False,None,0.0,0.0,N/A,0.0,0.4,292,19.8,62.74000000000001,0,0,1,0
ACC000834,Starter,99,2024-08-04,12,361,0.989,65.4,5,3,16,0,27,2,76.0,True,Expired_Payment_Method,99.0,1188.0,Easy,0.0,0.6,488,19.8,74.80000000000001,0,0,0,0
ACC000835,Starter,99,2025-02-08,24,361,0.989,62.5,5,2,10,0,8,2,56.9,False,None,0.0,0.0,N/A,0.0,0.4,300,19.8,70.94,0,0,0,0
ACC000836,Professional,299,2024-01-24,12,275,0.753,67.8,20,20,22,1,23,1,90.7,True,Billing_System_Error,40.78,489.39,Medium,0.045454545454545456,1.0,681,14.95,85.22,0,0,0,0
ACC000837,Professional,299,2024-08-28,24,101,0.277,83.3,20,14,15,1,58,1,82.3,True,Failed_Payment_Retry,44.85,538.2,Easy,0.06666666666666667,0.7,464,14.95,66.17999999999999,1,0,1,0
ACC000838,Starter,99,2025-05-13,24,344,0.942,85.6,5,1,6,0,62,6,55.0,False,None,0.0,0.0,N/A,0.0,0.2,206,19.8,48.2,0,0,1,0
ACC000839,Starter,99,2024-03-15,36,161,0.441,64.4,5,4,21,2,76,2,57.4,False,None,0.0,0.0,N/A,0.09523809523809523,0.8,630,19.8,44.04,1,0,1,0
ACC000840,Starter,99,2024-08-05,36,201,0.551,68.3,5,5,16,0,75,1,49.5,False,None,0.0,0.0,N/A,0.0,1.0,487,19.8,39.7,1,0,1,0
ACC000841,Professional,299,2025-05-13,24,181,0.496,75.9,20,18,6,0,58,1,85.6,True,Billing_System_Error,27.03,324.31,Medium,0.0,0.9,206,14.95,68.16,1,0,1,0
ACC000842,Business,799,2023-12-14,12,345,0.945,71.7,100,52,24,0,90,1,92.8,True,Billing_System_Error,116.92,1403.08,Medium,0.0,0.52,722,7.99,59.68,0,0,1,0
ACC000843,Starter,99,2024-11-06,36,303,0.83,79.5,5,5,13,0,10,3,78.9,False,None,0.0,0.0,N/A,0.0,1.0,394,19.8,83.34,0,0,0,0
ACC000844,Professional,299,2025-04-22,24,61,0.167,77.8,20,6,7,0,30,0,51.0,True,Failed_Payment_Retry,44.85,538.2,Easy,0.0,0.3,227,14.95,58.599999999999994,1,0,0,0
ACC000845,Starter,99,2024-10-29,12,94,0.258,81.2,5,2,13,2,47,0,61.7,False,None,0.0,0.0,N/A,0.15384615384615385,0.4,402,19.8,58.220000000000006,1,0,1,0
ACC000846,Starter,99,2025-04-15,36,199,0.545,62.8,5,3,7,0,53,2,56.4,False,None,0.0,0.0,N/A,0.0,0.6,234,19.8,52.64,1,0,1,0
ACC000847,Business,799,2024-01-05,12,295,0.808,74.0,100,66,23,1,49,2,67.9,False,None,0.0,0.0,N/A,0.043478260869565216,0.66,700,7.99,61.14,0,0,1,0
ACC000848,Starter,99,2024-06-30,12,250,0.685,99.5,5,5,17,0,81,1,64.3,True,Failed_Payment_Retry,14.85,178.2,Easy,0.0,1.0,523,19.8,46.18,1,0,1,0
ACC000849,Starter,99,2024-03-05,36,331,0.907,59.9,5,3,21,0,22,4,76.5,False,None,0.0,0.0,N/A,0.0,0.6,640,19.8,77.1,0,1,0,0
ACC000850,Business,799,2024-02-16,12,251,0.688,90.9,100,63,21,0,36,3,50.0,False,None,0.0,0.0,N/A,0.0,0.63,658,7.99,55.6,1,0,1,0
ACC000851,Business,799,2025-04-16,12,162,0.444,85.6,100,40,7,0,57,2,54.3,True,Contract_Terms_Error,129.33,1551.97,Hard,0.0,0.4,233,7.99,49.78,1,0,1,0
ACC000852,Professional,299,2023-12-12,12,184,0.504,97.3,20,15,24,2,1,4,51.2,False,None,0.0,0.0,N/A,0.08333333333333333,0.75,724,14.95,70.32,1,0,0,0
ACC000853,Starter,99,2024-04-28,12,100,0.274,80.7,5,4,19,1,49,2,56.8,True,Failed_Payment_Retry,14.85,178.2,Easy,0.05263157894736842,0.8,586,19.8,54.480000000000004,1,0,1,0
ACC000854,Professional,299,2024-02-09,36,335,0.918,85.3,20,12,22,0,63,0,84.1,False,None,0.0,0.0,N/A,0.0,0.6,665,14.95,65.25999999999999,0,0,1,0
ACC000855,Starter,99,2024-07-15,36,252,0.69,85.8,5,5,16,1,53,0,51.4,False,None,0.0,0.0,N/A,0.0625,1.0,508,19.8,49.64,1,0,1,0
ACC000856,Business,799,2024-06-09,24,86,0.236,87.8,100,71,18,0,10,2,77.4,False,None,0.0,0.0,N/A,0.0,0.71,544,7.99,82.44,1,0,0,0
ACC000857,Business,799,2024-02-06,12,113,0.31,81.2,100,115,22,1,37,0,85.5,True,Failed_Payment_Retry,119.85,1438.2,Easy,0.045454545454545456,1.15,668,7.99,76.5,1,0,1,1
ACC000858,Starter,99,2025-08-04,24,116,0.318,78.2,5,3,4,0,68,5,73.0,False,None,0.0,0.0,N/A,0.0,0.6,123,19.8,56.599999999999994,1,0,1,0
ACC000859,Professional,299,2024-11-15,12,235,0.644,60.7,20,20,12,0,72,5,70.5,False,None,0.0,0.0,N/A,0.0,1.0,385,14.95,53.5,1,0,1,0
ACC000860,Professional,299,2024-04-17,36,262,0.718,88.0,20,20,19,0,14,2,64.5,False,None,0.0,0.0,N/A,0.0,1.0,597,14.95,73.1,0,0,0,0
ACC000861,Professional,299,2024-01-29,12,138,0.378,76.6,20,9,22,2,69,6,83.7,False,None,0.0,0.0,N/A,0.09090909090909091,0.45,676,14.95,62.62,1,0,1,0
ACC000862,Starter,99,2024-08-27,36,22,0.06,83.9,5,2,15,1,56,1,89.4,False,None,0.0,0.0,N/A,0.06666666666666667,0.4,465,19.8,71.24000000000001,1,0,1,0
ACC000863,Starter,99,2024-02-25,12,218,0.597,75.4,5,5,21,2,13,1,57.9,True,Failed_Payment_Retry,14.85,178.2,Easy,0.09523809523809523,1.0,649,19.8,69.53999999999999,1,0,0,0
ACC000864,Professional,299,2024-12-27,24,17,0.047,98.0,20,17,11,0,57,0,56.3,False,None,0.0,0.0,N/A,0.0,0.85,343,14.95,50.97999999999999,1,0,1,0
ACC000865,Professional,299,2024-12-11,24,45,0.123,66.8,20,17,11,1,56,3,63.4,False,None,0.0,0.0,N/A,0.09090909090909091,0.85,359,14.95,55.64,1,0,1,0
ACC000866,Business,799,2025-05-09,12,108,0.296,81.5,100,34,7,0,75,1,83.1,False,None,0.0,0.0,N/A,0.0,0.34,210,7.99,59.85999999999999,1,0,1,0
ACC000867,Starter,99,2024-09-12,36,313,0.858,81.9,5,4,14,0,80,2,56.1,False,None,0.0,0.0,N/A,0.0,0.8,449,19.8,41.66,0,0,1,0
ACC000868,Professional,299,2024-06-25,12,316,0.866,96.8,20,8,17,0,17,2,64.6,False,None,0.0,0.0,N/A,0.0,0.4,528,14.95,71.96000000000001,0,0,0,0
ACC000869,Business,799,2025-02-07,12,31,0.085,80.1,100,30,10,1,72,4,63.2,False,None,0.0,0.0,N/A,0.1,0.3,301,7.99,49.120000000000005,1,0,1,0
ACC000870,Starter,99,2024-09-12,36,144,0.395,87.3,5,5,14,0,76,4,83.1,False,None,0.0,0.0,N/A,0.0,1.0,449,19.8,59.459999999999994,1,0,1,0
ACC000871,Starter,99,2024-03-04,12,166,0.455,87.9,5,4,21,3,90,4,65.4,False,None,0.0,0.0,N/A,0.14285714285714285,0.8,641,19.8,43.24,1,0,1,0
